system:index,LULC,NDVI,SMI,TRI,TWI,aspect,curvature,elevation,geology,rainfall,slope,soil,.geo
60,60,0.09464863960420077,0.32860067486763,19.04640207754476,3.6253604658816148,105.6136245727539,-8.0,4684,0,972.4487846195698,42.05565643310547,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,10,0.6151117964533539,0.3327603042125702,6.749485577105529,3.6428296266969102,152.458984375,-15.0,1304,0,1262.0681656897068,20.058765411376953,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,10,0.6058661778185152,0.30000388622283936,11.149932181634867,3.9192264937812444,99.45034790039062,-17.0,2830,0,1384.5268460512161,26.24098777770996,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,10,0.6800113170179658,0.26936349272727966,9.07309140559779,1.5495595938710889,336.2572937011719,-10.0,814,0,1467.3573445333168,20.37375831604004,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,60,0.005335786568537258,0.3183274269104004,8.02003663676525,3.7176992128992308,318.1744079589844,-8.0,5641,0,810.3030104637146,29.458072662353516,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,10,0.6426608026388125,0.30493366718292236,19.56060540859263,2.7038335855273736,281.2992858886719,-47.0,1609,0,1302.7424004301429,42.26467514038086,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,10,0.7510418554085885,0.32069605588912964,20.17577082530201,0.27147111978706967,352.0536193847656,25.0,1640,0,1403.3961734771729,39.256919860839844,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,10,0.7787154242850446,0.3100796341896057,10.370899457402697,5.890300535707515,266.5881652832031,-15.0,3096,0,1347.9474094212055,28.546768188476562,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,70,-0.024191664720210886,0.3256767690181732,9.067647005823629,4.551539388852513,35.3845329284668,18.0,4457,0,1339.8571831583977,19.666723251342773,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,10,0.7905158936946326,0.3449789881706238,11.425550747182879,4.518847362011972,302.1294250488281,10.0,1116,0,1046.2195355892181,25.966201782226562,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,10,0.466491950580307,0.18746934831142426,1.547598697463045,5.565349752731514,37.6634635925293,2.0,607,0,1698.4467698335648,3.5105397701263428,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,10,0.5445544554455446,0.25508517026901245,16.593171286204857,4.666657460561493,192.111083984375,-9.0,2863,0,1637.9850997924805,32.175567626953125,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,10,0.5958833619210978,0.28365465998649597,14.182235453873723,5.09681585298004,180.0,4.0,970,0,1350.3011597394943,28.82769203186035,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,60,0.15413870246085012,0.3142504096031189,39.36157178433469,5.750549603738058,346.4940185546875,18.0,3251,0,599.7240115404129,56.859535217285156,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,10,0.7131320899826956,0.20709973573684692,14.93690433493872,5.896903786445312,276.6805419921875,-24.0,870,0,1515.5815461874008,34.8282470703125,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,50,0.2277992277992278,0.22956010699272156,0.41573970963463497,4.001705963031612,90.0,2.0,664,0,1782.0147086977959,1.0745034217834473,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,10,0.6785544460294817,0.3237932622432709,10.58067187299543,4.9911598199327925,333.4769592285156,43.0,1585,0,1217.7920746803284,22.59280776977539,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,30,0.429204464696292,0.3587288558483124,13.579214326610622,5.406572976693109,270.0,7.0,2520,0,1391.4469983428717,31.841426849365234,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,10,0.6770559519339091,0.33697688579559326,9.673688382089027,4.857231455976928,251.3538360595703,5.0,1509,0,1204.8201993703842,19.515064239501953,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,10,0.8011743267867989,0.3300116956233978,5.995883361405781,4.571883284926,307.7926025390625,-2.0,1997,0,1406.5578362643719,13.373380661010742,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,30,0.5456375838926174,0.3133001923561096,11.848842210462635,3.673695765769865,236.21788024902344,-38.0,1673,0,1257.319954276085,26.331619262695312,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,10,0.6198934280639432,0.2515234351158142,21.8428732338745,5.7069814509961745,178.7745819091797,21.0,1434,0,1355.0119602680206,41.164485931396484,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,10,0.782,0.30369964241981506,16.727297125835555,6.9323553461196195,104.50436401367188,4.0,2420,0,989.6673619747162,37.797340393066406,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,30,-0.010230423558657616,0.33089736104011536,20.8806130178211,4.742134429128907,287.0430908203125,15.0,4277,0,907.35529088974,47.845951080322266,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,10,0.746031746031746,0.27968189120292664,13.129929997088372,6.691639136913832,315.40594482421875,38.0,1597,0,1174.5856645852327,31.54064178466797,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,10,0.6616176050300085,0.2477216124534607,15.91722415157687,8.578526637077593,189.4545440673828,-4.0,2708,0,1544.9732426404953,34.576515197753906,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,10,0.7578231292517007,0.32340893149375916,18.387462180301196,6.245307345981092,146.3034210205078,-26.0,1206,0,1229.9730621948838,37.892555236816406,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,10,0.7444525725432821,0.31649309396743774,4.524282904798627,3.632817749193833,282.2892761230469,-32.0,1935,0,1196.9132761955261,16.920473098754883,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,30,-0.02191421614534557,0.3140515089035034,9.079892314584157,3.4288111471882807,322.24591064453125,0.0,3897,0,1171.2337352633476,23.26559066772461,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,10,0.5563689604685212,0.2818378806114197,14.045780527151777,5.610634042759757,191.86492919921875,-25.0,2719,0,1224.584629535675,28.62830352783203,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,30,0.7620357634112792,0.33553168177604675,5.519885488182984,5.553670113356793,9.457921028137207,31.0,1755,0,1328.8260304927826,12.939263343811035,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,10,0.5927750410509032,0.25508517026901245,9.445098016596646,4.91028974055755,244.71495056152344,-26.0,2716,0,1541.957130357623,22.631059646606445,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,30,0.5429113323850165,0.32580652832984924,4.6772367066233205,4.411099447212505,168.15757751464844,-1.0,1476,0,1381.2080545425415,10.31148624420166,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,30,0.41856157635467983,0.3214396834373474,19.6468827043885,4.772533265924975,278.46923828125,3.0,1384,0,1595.7412462234497,44.68931198120117,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,10,0.7423052430481851,0.3446657359600067,6.562143582297922,7.26076935769102,273.28411865234375,11.0,2638,0,1506.479220211506,15.778803825378418,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,10,0.6635027556644213,0.31175804138183594,6.244009474760242,5.531915971308111,190.50131225585938,-26.0,1010,0,1207.8763190507889,22.37148094177246,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,40,0.47559183673469385,0.13625958561897278,0.8314794192848266,2.7631214911787185,49.05977249145508,-5.0,266,0,1131.73456774652,1.41514253616333,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,10,0.7818949343339587,0.3072168827056885,18.239152027072603,7.940888080161367,15.778264045715332,-15.0,1335,0,1404.6547145843506,34.593448638916016,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,10,0.7150385083096878,0.3317665159702301,11.215069227507147,6.817016794372381,138.49961853027344,60.0,1671,0,1654.433715581894,28.384479522705078,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,10,0.6269134923460307,0.29900768399238586,12.046207333061767,6.5439716199991675,236.73606872558594,-6.0,3071,0,1081.700128376484,25.27704620361328,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,10,0.6656401231852178,0.2685975730419159,10.863916943635415,3.163136050295546,71.03128814697266,-22.0,2323,0,1256.2757767140865,26.473573684692383,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,60,-0.06883085184281182,0.33985158801078796,16.175732471464475,6.145369433958396,79.1998519897461,-89.0,5456,0,1003.6681294441223,19.062747955322266,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,40,0.4492192540973029,0.16963790357112885,1.571348402637687,3.9798952817079836,311.0982360839844,5.0,241,0,1216.6292765140533,4.2251739501953125,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,30,0.46938105401411917,0.31402820348739624,7.828406646113628,4.574405717734102,24.98191261291504,11.0,2108,0,1425.7675073742867,19.655305862426758,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,30,0.5006012024048097,0.25357651710510254,26.428566661903044,4.53185178177711,156.19593811035156,-95.0,1801,0,1392.1725607514381,38.52609634399414,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,10,0.7819209039548023,0.35747596621513367,10.104393372786255,1.7495945356657439,90.0,55.0,1246,0,1197.186833690852,20.363460540771484,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,10,0.6888492417484389,0.3120192289352417,21.912846449200043,5.131938379837458,119.59312438964844,34.0,1114,0,1834.7175204753876,44.520076751708984,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,30,0.44755737012529917,0.3207206428050995,16.11149424832359,3.254708750757361,94.33235931396484,-4.0,2011,0,1446.6275824904442,32.7355842590332,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,10,0.6152822657289488,0.30493366718292236,14.647293602452681,5.584411128576666,128.83810424804688,-46.0,1182,0,1350.3011597394943,31.778507232666016,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,10,0.6418461538461538,0.32369476556777954,23.129800135774968,5.178346864062893,8.746230125427246,17.0,1663,0,1419.1130219697952,44.4998893737793,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,30,0.4291170666496913,0.3193753659725189,3.6750745352376413,3.337970899971235,80.15660095214844,-16.0,1421,0,1401.0646226406097,10.723649978637695,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,10,0.7208333333333333,0.28706467151641846,27.936435786342617,3.586184965244234,62.3762321472168,84.0,2704,0,1079.286194331944,51.493038177490234,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,10,0.7211021505376344,0.25508517026901245,7.656192523065845,4.844153432626165,63.858909606933594,11.0,2556,0,1642.768921494484,16.379833221435547,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,10,0.7558453237410072,0.2621319591999054,10.228259086993411,7.39973103944553,275.92510986328125,-29.0,1374,0,1269.539711713791,25.194416046142578,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,40,0.3844003354766564,0.18807467818260193,1.7638342073763937,2.2356955305789734,293.61798095703125,-3.0,224,0,1302.4839651447255,4.620048522949219,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,10,0.7511038430089942,0.2419777512550354,12.338837610578393,5.726581717439082,78.22421264648438,14.0,801,0,1488.3610283732414,25.45065689086914,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,60,0.0593900481540931,0.29394257068634033,16.515611768853773,4.359203638158513,149.69590759277344,-8.0,4860,0,997.855982542038,35.46950149536133,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,10,0.6487804878048781,0.33702564239501953,7.164728420068226,3.2506314446470195,137.72698974609375,6.0,1167,0,1040.4491295814514,17.028600692749023,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,10,0.8374109034868041,0.23625993728637695,3.6209268304000717,5.908730655847541,170.66473388671875,18.0,610,0,1444.76189827919,6.5508809089660645,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,10,0.6620768789443489,0.32360517978668213,17.31409188429407,5.813975489021922,1.532311201095581,-12.0,1943,0,1195.5376296043396,34.85038757324219,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,10,0.8129175946547884,0.2966628670692444,9.7182531580755,3.65328177278327,40.93167495727539,0.0,1335,0,1297.0515178442001,23.19688606262207,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,10,0.42966360856269115,0.3003966212272644,14.845708529014068,3.248378552318037,79.6861343383789,11.0,1437,0,1391.2532538175583,35.87869644165039,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,10,0.7763289869608826,0.23136955499649048,2.1140330655990556,3.846227146859336,149.944091796875,4.0,600,0,1767.155301492312,4.27834415435791,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,10,0.7424036281179138,0.3176603615283966,8.385761006267051,0.8371572012633242,109.53848266601562,-28.0,2099,0,1233.2411659955978,23.539079666137695,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,10,0.7419640877854135,0.31402820348739624,13.345364941881762,4.653574982589069,244.06822204589844,-10.0,1751,0,1423.3562109470367,32.18210220336914,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,10,0.6790123456790124,0.34294766187667847,35.3431153475372,4.171697518388865,346.7155456542969,-41.0,1430,0,1254.8660776019096,54.407257080078125,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,40,0.4026743765811348,0.14563913643360138,1.1331154474625265,7.411984440924651,90.0,2.0,261,0,1120.0953354090452,3.2025182247161865,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,10,0.6100567721005677,0.1554611474275589,1.1331154474625265,6.210384900458017,253.9048614501953,2.0,319,0,1394.0543548464775,3.3417317867279053,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,60,0.43464631320703284,0.3229138255119324,7.927137325219332,5.404183803601191,233.00576782226562,-7.0,1662,0,1195.5376296043396,19.275955200195312,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,10,0.7435897435897436,0.3544778823852539,9.397924646124217,4.695662500214389,43.31605529785156,37.0,2460,0,987.1171489953995,19.5947265625,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,70,-0.00416430058678781,0.3145643472671509,13.127108884101512,5.196105024156706,124.97875213623047,-17.0,5275,0,1340.6326816082,25.642732620239258,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,10,0.5959741193386053,0.3065791130065918,12.23635546483406,2.9799334597913694,148.5442657470703,-11.0,1659,0,1230.0948625802994,29.65262794494629,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,40,0.4703942652329749,0.1524227410554886,0.41573970963463497,4.327199417812017,-0.0,2.0,276,0,1366.5070054158568,0.9274099469184875,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,30,0.5421552010344405,0.24301482737064362,7.745966692414834,0.7915460129416715,58.50844192504883,36.0,917,0,1392.6308168172836,20.39850616455078,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,10,0.6539136539136539,0.30409178137779236,18.83718413598183,4.736683396213351,122.04374694824219,7.0,1762,0,1199.0347959399223,38.42387771606445,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,10,0.8583170254403131,0.3036109209060669,16.81122493902997,5.4078079217706945,97.97847747802734,25.0,1462,0,1243.0431162118912,34.9825553894043,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,40,0.39166899636566954,0.1846122294664383,1.4487116456000926,3.9353173244792767,270.0,10.0,255,0,1422.8570934534073,4.243382453918457,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,30,0.1987709761285748,0.31038886308670044,15.376750126227728,3.1788859517608508,301.8997802734375,18.0,3777,0,702.5813279151917,32.753238677978516,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,40,0.6109589041095891,0.31421875953674316,9.093478873603235,3.6073278635266486,27.609893798828125,14.0,1197,0,1484.9834147393703,20.070356369018555,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,10,0.5747599451303155,0.22608843445777893,2.3778816176509583,2.15268283745145,180.0,-10.0,1021,0,2156.8712972402573,4.6273674964904785,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,10,0.8071906943954882,0.3008015751838684,7.944250191875324,2.7462471745499273,176.5358123779297,54.0,640,0,1337.5973718166351,17.125669479370117,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,10,0.7580231065468549,0.332340270280838,9.631481303448263,3.218191794674837,217.54336547851562,-8.0,2281,0,1225.7643712759018,20.17786407470703,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,100,0.06486571383697189,0.31676751375198364,18.449798419712536,3.189109296021348,197.00076293945312,-16.0,4431,0,1412.2064760923386,32.75092697143555,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,30,0.45939763629431946,0.31471750140190125,39.57271787481876,4.241971956652998,197.97259521484375,117.0,3122,0,1165.7551713138819,54.37486267089844,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,10,0.751434034416826,0.16963790357112885,0.41573970963463497,4.02858443881954,90.0,2.0,245,0,1279.9342789649963,1.0631667375564575,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,10,0.8041598643820939,0.28322598338127136,10.317191693694774,4.093779690394331,84.32796478271484,9.0,2401,0,1255.9803313016891,26.16774559020996,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,30,0.25650745514278495,0.2933407723903656,43.31224558117003,2.3808201583476203,197.44187927246094,88.0,1994,0,1157.1211926937103,61.154396057128906,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,10,0.75,0.14480182528495789,19.037973748391515,4.356378737839827,209.35861206054688,57.0,795,0,1368.2146215438843,38.61246109008789,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,10,0.5062995800279981,0.27495893836021423,36.43190841305072,7.61690721980226,114.55375671386719,-155.0,2772,0,1113.469795703888,59.73991775512695,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,10,0.6574204670114402,0.3325936198234558,16.158932858054428,5.097061830267898,325.9809875488281,-3.0,966,0,1533.4653932694346,35.11076736450195,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,30,0.3916256157635468,0.299431711435318,25.823235780445323,4.700620736827873,245.19082641601562,-83.0,3307,0,1325.158559590578,41.583404541015625,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,100,0.11161319475824673,0.32262420654296875,18.38141842216243,5.11120438253036,128.15643310546875,64.0,4361,0,810.3253138065338,28.821279525756836,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,100,-0.023244856290246585,0.3277433216571808,14.204850501775011,3.545665288979405,160.6704864501953,-3.0,4344,0,1242.8107211589813,29.514530181884766,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,70,-0.040889526542324243,0.3075283467769623,21.94943684420577,3.2963759251845133,270.0,30.0,4490,0,1147.470686852932,45.29174041748047,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
262,10,0.551961950059453,0.26971158385276794,22.994900132391823,4.242987239534417,211.71243286132812,-46.0,2614,0,1550.484722852707,41.80801773071289,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,40,0.46971173931207355,0.31203025579452515,2.985561965006016,3.750647152166619,171.74383544921875,4.0,513,0,1736.609376758337,7.4552717208862305,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,30,0.3772943575798776,0.31471750140190125,33.443152429824025,5.943925497099437,156.45639038085938,9.0,3866,0,1255.2350006103516,53.66592788696289,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,10,0.6889030409170515,0.2762177586555481,21.060758665241753,3.897932366827683,18.960756301879883,9.0,1382,0,1387.6261959075928,38.8158073425293,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,10,0.8066429418742586,0.3446899950504303,32.81598526463725,3.8671603282398572,24.359041213989258,-72.0,1102,0,1298.502491235733,54.53578567504883,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,100,0.04252899704343871,0.32502156496047974,8.906926143924924,2.8301201698741587,72.58302307128906,24.0,4312,0,1101.653344154358,23.39569664001465,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,30,0.37693888992711644,0.26833558082580566,22.37558192911788,7.057537154315814,193.87545776367188,9.0,2822,0,1510.677811563015,40.92743682861328,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,10,0.6992210904733374,0.29940471053123474,25.672197576263194,5.5446961046423455,183.68161010742188,16.0,2700,0,974.4995255470276,41.216651916503906,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,30,0.34753735473159936,0.3327074944972992,11.944315244779277,4.512805728903768,184.3982696533203,9.0,1370,0,1212.4195531755686,25.969207763671875,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
276,10,0.797609561752988,0.3050791323184967,22.239992894573128,6.680164381881491,197.8476104736328,43.0,1379,0,1264.9069913625717,44.108436584472656,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
277,10,0.5916678556142103,0.26936349272727966,20.97617696340303,1.8539913936695362,229.09312438964844,-18.0,978,0,1423.4375820159912,39.20677185058594,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
279,10,0.8396994364433312,0.32692912220954895,8.339997335464536,3.260160622979997,134.84344482421875,3.0,2179,0,1188.9102528095245,20.167898178100586,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
